Decade,Time To Relationship,Time To Move In,Time To Marriage
1960s,0.5320494940659339,1.9497231748760322,1.9457671957671983
1970s,0.6406907914610392,2.3815640730402934,2.621437422552667
1980s,0.8462370089749435,2.3677336854358986,3.0618279569892506
1990s,1.3343468718864084,2.828203971070612,3.935360360360369
2000s,1.367354895813608,3.022487563031424,5.267676767676769
2010s,1.2850223848544817,3.3609656115686297,7.150717703349285
